EmployeeID,Name, Department,Salary,JoiningDate,Age,Gender ,Experience (Years),Performance Rating, Remote Worker,Last Promotion Date
,,HR,5936.0,2018-08-01,42.0,Male,29.0,1.7,False,2023-07-16
,Employee_44,Finance,7734.0,2015-01-10,33.0,Female,14.0,1.0,False,2023-02-21
145.0,Employee_45,Finance,,2017-03-31,,Female,0.0,4.4,False,2024-03-17
146.0,Employee_46,IT,,2022-07-05,27.0,Male,13.0,4.3,True,2023-01-12
147.0,Employee_47,Operations,,2021-12-12,36.0,Male,,3.3,True,2023-10-26
148.0,Employee_48,Finance,4756.0,2019-01-09,31.0,Female,29.0,4.5,False,2023-04-18
,Employee_49,Operations,,2020-08-18,40.0,Male,7.0,1.6,False,2020-12-11
150.0,Employee_50,IT,4402.0,2019-09-05,49.0,Female,9.0,4.5,True,2022-12-13
151.0,Employee_51,Finance,7900.0,2015-04-08,,Male,11.0,1.8,True,2020-03-09
152.0,Employee_52,Finance,6947.0,2019-01-09,46.0,Male,13.0,3.4,False,
153.0,Employee_53,Marketing,,2018-07-02,27.0,Male,12.0,4.6,,2020-09-09
154.0,Employee_54,Finance,6103.0,2017-09-26,28.0,Female,11.0,1.7,False,2022-09-07
155.0,Employee_55,,7583.0,2020-07-10,33.0,Male,7.0,4.2,False,2022-01-14
156.0,Employee_56,IT,7522.0,2017-04-10,,Female,23.0,1.8,True,2023-08-12
157.0,,Finance,6756.0,2017-03-23,46.0,Female,19.0,3.2,True,2024-10-02
158.0,Employee_58,Finance,,2018-07-16,38.0,Male,25.0,1.8,False,2024-11-13
,Employee_59,Marketing,6507.0,2016-04-03,29.0,Female,14.0,4.5,False,
,Employee_60,Operations,5660.0,2017-06-22,41.0,Female,15.0,1.6,True,2022-06-02
161.0,,Marketing,5527.0,2020-12-07,45.0,Female,26.0,2.8,True,2024-01-19
162.0,,Operations,7774.0,2016-06-28,35.0,Female,25.0,1.0,,2024-05-25
163.0,Employee_63,Marketing,,2022-09-18,29.0,Male,17.0,2.8,False,2021-07-23
,Employee_64,IT,5971.0,2020-07-22,48.0,Female,19.0,3.7,False,2020-04-25
165.0,Employee_65,IT,5488.0,2016-05-01,40.0,Male,2.0,1.5,True,2023-02-02
166.0,Employee_66,Finance,7618.0,2019-11-08,40.0,Female,15.0,2.2,False,2021-03-27
167.0,,Marketing,5397.0,2019-02-25,50.0,Male,5.0,4.4,False,2021-12-09
168.0,Employee_68,Marketing,7371.0,2019-11-03,26.0,Male,6.0,4.0,,
169.0,Employee_69,Finance,4162.0,2019-07-31,44.0,Male,3.0,3.7,True,2021-09-23
170.0,Employee_70,Marketing,4814.0,2023-09-07,46.0,Male,6.0,1.2,True,2020-11-11
171.0,Employee_71,HR,6178.0,2016-09-10,35.0,Female,8.0,3.7,True,
172.0,Employee_72,Finance,,2016-08-10,,Female,6.0,2.8,True,2022-05-02
173.0,,Finance,5238.0,2023-10-01,30.0,Male,26.0,3.7,False,2021-06-28
174.0,Employee_74,Marketing,,2019-07-18,33.0,Female,15.0,2.3,False,2020-01-01
175.0,Employee_75,HR,4539.0,2019-07-25,31.0,Male,13.0,1.1,True,2021-07-03
176.0,Employee_76,HR,4065.0,2020-09-10,50.0,Female,1.0,3.9,False,2024-11-13
177.0,Employee_77,IT,5025.0,2022-09-11,46.0,Male,8.0,4.6,False,2020-10-17
178.0,Employee_78,HR,6415.0,2022-05-16,,Male,1.0,3.1,False,2020-03-16
179.0,Employee_79,IT,7323.0,2019-08-30,43.0,Male,,2.9,False,
180.0,Employee_80,Marketing,4527.0,2022-05-01,40.0,Female,15.0,4.6,True,
181.0,Employee_81,Operations,4506.0,2019-01-16,46.0,Female,0.0,3.0,False,2022-09-25
182.0,,Finance,,2023-01-08,49.0,Female,22.0,1.4,,2021-12-14
183.0,Employee_83,Marketing,5912.0,2017-09-27,25.0,Male,8.0,1.8,False,2020-04-07
184.0,Employee_84,HR,4977.0,2015-06-23,,Male,11.0,1.9,True,2020-05-18
185.0,Employee_85,HR,5227.0,2020-08-22,40.0,Female,,2.6,,2022-01-24
186.0,Employee_86,Marketing,4606.0,2019-02-01,42.0,Female,28.0,3.3,,
187.0,Employee_87,IT,5155.0,2018-08-02,46.0,Female,15.0,2.1,True,2024-07-24
188.0,Employee_88,IT,4474.0,2018-11-08,26.0,Male,10.0,4.7,False,
189.0,Employee_89,HR,5214.0,2019-11-23,27.0,Female,27.0,3.3,True,2024-12-18
190.0,Employee_90,Operations,,2023-12-09,30.0,Female,23.0,3.1,True,2022-11-16
,Employee_91,IT,5166.0,2018-08-16,39.0,Female,3.0,2.3,False,2024-06-05
192.0,Employee_92,HR,7187.0,2016-08-29,50.0,Male,12.0,3.4,False,2023-11-25
193.0,,IT,7297.0,2017-02-04,38.0,Female,20.0,1.2,False,2020-01-08
194.0,Employee_94,Finance,4985.0,2022-09-15,39.0,Female,21.0,2.3,False,2020-12-28
195.0,Employee_95,HR,4925.0,2017-06-08,28.0,Male,29.0,3.5,True,2021-08-05
196.0,Employee_96,Marketing,5835.0,2017-08-03,49.0,Female,4.0,5.0,True,2021-09-07
197.0,Employee_97,Finance,6060.0,2022-05-09,50.0,Female,11.0,2.9,True,2021-12-08
198.0,Employee_98,HR,7255.0,2023-08-14,43.0,Female,17.0,3.0,True,2024-08-27
199.0,Employee_99,Finance,6803.0,2019-10-30,32.0,Female,10.0,3.6,True,2020-06-09
200.0,Employee_100,IT,6174.0,2015-09-13,26.0,Male,19.0,1.2,True,
201.0,Employee_101,HR,,2022-04-03,40.0,Female,23.0,2.6,True,2023-04-21
,Employee_102,Operations,4825.0,2021-08-14,47.0,Female,24.0,2.0,False,2024-09-01
203.0,Employee_103,Finance,5148.0,2023-01-15,47.0,Male,25.0,4.1,False,2020-03-23
204.0,Employee_104,Operations,6860.0,2018-04-03,30.0,Female,,3.8,True,2021-11-28
205.0,,Operations,6318.0,2019-07-11,48.0,Female,13.0,2.6,True,2020-08-18
206.0,Employee_106,Finance,4275.0,2022-04-21,25.0,Male,20.0,2.3,True,
207.0,,Finance,5674.0,2015-02-08,33.0,Male,25.0,3.7,False,2024-12-02
208.0,Employee_108,Marketing,7002.0,2017-11-29,47.0,Male,26.0,1.3,True,2020-10-24
209.0,,IT,,2020-03-16,44.0,Male,13.0,2.6,True,2024-11-22
210.0,Employee_110,Marketing,5504.0,2016-02-29,25.0,Female,23.0,3.3,True,
,Employee_111,IT,7000.0,2019-01-23,43.0,Male,5.0,2.5,True,
,Employee_112,HR,5313.0,2015-02-14,40.0,Male,2.0,4.2,True,
213.0,Employee_113,Marketing,4994.0,2017-11-03,50.0,Female,21.0,4.6,True,2021-09-16
214.0,,HR,7238.0,2021-11-08,45.0,Female,27.0,2.3,False,2024-05-23
215.0,,HR,5958.0,2022-01-08,46.0,Female,9.0,2.6,True,
216.0,Employee_116,Operations,4252.0,2020-12-11,32.0,Female,8.0,4.8,False,2021-03-24
217.0,Employee_117,IT,5454.0,2023-02-25,41.0,Female,28.0,4.7,False,2023-11-10
218.0,Employee_118,HR,,2015-05-02,42.0,Male,18.0,3.3,False,2024-12-20
219.0,Employee_119,IT,4710.0,2020-07-27,30.0,Male,30.0,1.9,False,2022-08-14
220.0,Employee_120,HR,6936.0,2017-02-16,32.0,Female,20.0,2.2,False,2024-12-24
,Employee_121,IT,7762.0,2016-11-16,43.0,Male,0.0,4.3,True,2020-12-19
222.0,Employee_122,HR,5926.0,2019-06-18,42.0,Male,12.0,1.5,False,2024-06-29
223.0,Employee_123,IT,4030.0,2021-08-07,37.0,Female,1.0,1.0,True,2024-11-10
224.0,Employee_124,HR,6444.0,2023-02-13,41.0,Female,16.0,4.9,True,2023-04-07
225.0,Employee_125,Marketing,7563.0,2018-04-21,,Female,14.0,3.3,False,2024-11-10
226.0,Employee_126,Finance,5742.0,2015-05-30,38.0,Male,14.0,4.2,False,2024-06-30
227.0,Employee_127,Marketing,4685.0,2017-08-06,47.0,Female,27.0,5.0,False,2023-05-23
228.0,Employee_128,Finance,5102.0,2018-07-11,30.0,Male,10.0,3.7,False,2023-11-05
229.0,Employee_129,Operations,5734.0,2018-02-01,40.0,Female,13.0,1.6,True,2023-05-25
230.0,Employee_130,IT,7282.0,2015-09-23,,Male,26.0,1.0,False,
231.0,Employee_131,HR,4287.0,2017-11-24,,Female,5.0,4.0,True,2020-01-30
,Employee_132,HR,,2018-09-12,32.0,Female,26.0,1.1,False,2020-08-27
233.0,Employee_133,HR,4040.0,2015-10-29,29.0,Male,15.0,4.0,False,2022-05-14
234.0,Employee_134,Marketing,5281.0,2020-07-01,28.0,Male,10.0,4.0,False,2021-01-10
235.0,,IT,4009.0,2015-05-08,44.0,Female,,3.9,True,
,Employee_136,HR,6620.0,2023-06-11,29.0,Female,12.0,4.2,True,2021-11-05
237.0,Employee_137,IT,,2015-11-06,31.0,Male,11.0,4.3,False,
238.0,Employee_138,,7948.0,2022-12-29,28.0,Female,0.0,4.9,True,2024-10-07
239.0,Employee_139,Finance,,2017-09-22,29.0,Male,4.0,2.4,True,2023-09-29
240.0,Employee_140,Operations,5360.0,2023-01-11,37.0,Male,5.0,2.5,True,
241.0,Employee_141,Finance,6918.0,2016-08-20,31.0,Female,25.0,3.6,True,2021-05-22
242.0,Employee_142,HR,7317.0,2017-02-19,49.0,Male,16.0,3.1,False,2024-03-24
243.0,Employee_143,IT,4808.0,2017-01-04,33.0,Female,13.0,3.3,True,2020-03-20
244.0,Employee_144,Finance,6394.0,2020-03-13,,Male,2.0,3.2,True,2024-03-18
,Employee_145,Marketing,5106.0,2023-10-04,48.0,Male,28.0,3.7,True,2023-11-05
246.0,Employee_146,Finance,5444.0,2022-12-28,38.0,Female,26.0,1.2,False,2021-06-29
247.0,Employee_147,Marketing,4664.0,2019-05-10,44.0,Female,8.0,2.3,False,
,Employee_148,Finance,5450.0,2021-04-27,42.0,Female,20.0,4.5,False,2023-09-25
249.0,Employee_149,HR,,2020-10-27,,Female,4.0,3.9,False,
250.0,Employee_150,IT,5215.0,2020-06-26,47.0,Male,,1.7,True,2023-01-08
251.0,Employee_151,IT,5667.0,2022-03-08,27.0,Male,19.0,2.3,False,2021-01-27
252.0,Employee_152,Finance,5601.0,2017-05-01,31.0,Male,28.0,4.1,True,2020-01-26
253.0,,Operations,4194.0,2019-10-20,31.0,Female,19.0,1.9,True,2023-02-06
254.0,Employee_154,IT,6087.0,2018-01-06,35.0,Female,3.0,3.0,False,2024-05-23
255.0,,HR,5863.0,2020-07-21,29.0,Female,18.0,2.8,False,2022-02-23
256.0,Employee_156,Finance,6010.0,2022-03-12,38.0,Male,23.0,3.4,False,2023-08-17
257.0,Employee_157,Marketing,5499.0,2016-05-26,43.0,Male,,3.8,True,2021-05-06
258.0,Employee_158,Marketing,7188.0,2017-11-15,34.0,Female,17.0,3.1,False,
259.0,,IT,7457.0,2022-03-24,42.0,Female,27.0,3.9,True,
260.0,Employee_160,Operations,,2015-05-25,47.0,Female,28.0,3.2,False,2024-01-12
261.0,Employee_161,IT,7365.0,2023-08-26,44.0,Male,10.0,4.2,True,2023-03-18
262.0,Employee_162,Finance,4896.0,2018-11-05,25.0,Male,6.0,2.4,True,2023-08-07
263.0,Employee_163,Marketing,6704.0,2015-04-28,46.0,Male,26.0,1.7,True,
264.0,Employee_164,IT,,2018-10-10,48.0,Male,13.0,1.7,True,2022-02-12
265.0,Employee_165,IT,6222.0,2017-10-31,35.0,Male,2.0,3.7,False,
266.0,Employee_166,Finance,4419.0,2016-06-28,44.0,Female,30.0,4.9,False,2021-01-07
267.0,,IT,5810.0,2020-01-13,28.0,Male,29.0,1.7,True,
268.0,Employee_168,Operations,,2020-10-20,48.0,Female,16.0,4.7,,2024-11-12
269.0,Employee_169,Operations,6320.0,2023-06-10,44.0,Female,25.0,3.9,False,
270.0,Employee_170,Operations,6011.0,2022-07-04,29.0,Male,14.0,1.4,True,2021-09-20
,Employee_171,Marketing,6062.0,2020-08-01,47.0,Male,16.0,3.6,True,2023-02-28
272.0,Employee_172,Finance,4721.0,2017-01-13,,Male,12.0,2.6,False,
273.0,Employee_173,Operations,5551.0,2016-11-19,40.0,Female,4.0,3.4,True,2023-10-20
274.0,Employee_174,IT,7001.0,2017-08-22,,Female,7.0,4.2,True,2024-09-03
275.0,Employee_175,IT,,2021-07-28,42.0,Female,,1.4,True,2021-05-26
,Employee_176,Finance,7076.0,2016-10-30,43.0,Female,,2.4,True,2022-06-15
277.0,Employee_177,Marketing,4999.0,2021-02-03,,Male,6.0,4.6,False,2022-04-01
278.0,Employee_178,IT,6067.0,2021-07-22,49.0,Male,,1.9,False,2024-12-25
279.0,Employee_179,Finance,7122.0,2020-04-05,33.0,Male,15.0,4.7,False,2023-01-16
280.0,Employee_180,HR,4891.0,2019-05-18,37.0,Male,,4.5,False,2021-06-03
281.0,Employee_181,IT,4704.0,2022-09-07,,Male,6.0,4.2,True,2023-01-10
282.0,Employee_182,Marketing,4882.0,2016-08-06,38.0,Male,22.0,4.7,True,2024-01-17
283.0,Employee_183,IT,5281.0,2019-07-31,49.0,Female,19.0,1.1,True,2020-11-15
284.0,Employee_184,Marketing,,2021-09-06,37.0,Male,15.0,4.9,True,2022-04-24
285.0,Employee_185,IT,4739.0,2023-12-23,,Female,2.0,2.8,True,2021-08-17
286.0,Employee_186,HR,7490.0,2020-01-23,30.0,Male,2.0,3.9,True,2021-05-03
287.0,Employee_187,IT,7752.0,2017-05-17,,Female,22.0,2.3,False,2022-04-14
288.0,Employee_188,Finance,5769.0,2015-06-22,50.0,Male,17.0,1.4,False,2021-07-02
289.0,Employee_189,Finance,,2017-07-28,45.0,Female,30.0,1.8,True,2020-08-27
290.0,Employee_190,HR,6036.0,2015-10-26,43.0,Female,17.0,2.3,False,2024-04-26
291.0,Employee_191,Operations,6201.0,2021-12-28,29.0,Male,9.0,4.8,False,2020-03-10
292.0,Employee_192,Operations,5311.0,2021-11-13,49.0,Male,,2.7,True,2021-03-09
293.0,Employee_193,IT,,2022-03-15,50.0,Female,19.0,4.4,False,2023-11-05
294.0,,Marketing,6075.0,2019-01-14,25.0,Male,10.0,3.1,False,2020-02-15
295.0,Employee_195,HR,6168.0,2018-06-06,30.0,Female,27.0,1.8,True,2022-06-13
296.0,Employee_196,,4884.0,2015-02-15,26.0,Female,24.0,5.0,True,2023-09-14
297.0,Employee_197,Marketing,6363.0,2019-02-04,43.0,Male,22.0,4.2,False,2021-09-05
298.0,Employee_198,IT,4954.0,2017-05-30,38.0,Female,18.0,3.2,True,2022-02-05
299.0,Employee_199,HR,6111.0,2016-12-15,32.0,Female,26.0,3.6,False,2022-08-02
300.0,Employee_200,IT,6765.0,2020-02-06,47.0,Male,,4.3,False,2024-07-21
301.0,Employee_201,Operations,7957.0,2015-06-07,46.0,Male,13.0,3.5,False,
302.0,Employee_202,Marketing,5812.0,2022-07-27,46.0,Female,15.0,2.8,False,2024-09-03
303.0,Employee_203,Operations,7468.0,2018-11-17,28.0,Male,15.0,1.7,False,2020-04-03
304.0,Employee_204,Operations,6581.0,2021-09-03,41.0,Female,8.0,1.6,False,2023-10-09
,Employee_205,Operations,6156.0,2018-09-28,30.0,Male,,2.8,True,2024-04-08
306.0,Employee_206,IT,5716.0,2020-11-03,33.0,Male,29.0,4.0,False,
307.0,Employee_207,Operations,5429.0,2021-02-14,47.0,Female,12.0,3.1,False,2023-01-20
308.0,Employee_208,IT,6430.0,2020-09-11,,Male,23.0,2.7,True,2021-11-06
309.0,Employee_209,Finance,,2019-07-04,34.0,Male,,4.7,False,2023-06-28
310.0,Employee_210,Operations,6556.0,2020-03-28,40.0,Female,12.0,2.3,True,
,Employee_211,Finance,4518.0,2015-06-25,,Female,3.0,1.3,True,2022-07-23
312.0,Employee_212,HR,7851.0,2020-10-23,30.0,Male,23.0,4.1,True,2022-05-15
313.0,Employee_213,IT,7026.0,2019-11-15,38.0,Male,22.0,2.9,True,2024-02-16
314.0,Employee_214,,4966.0,2015-01-26,38.0,Female,23.0,3.2,False,2020-03-24
315.0,Employee_215,IT,,2021-03-06,,Male,22.0,2.0,True,2023-03-22
316.0,,HR,5665.0,2021-03-13,,Female,30.0,1.2,False,
317.0,Employee_217,Marketing,7457.0,2017-10-22,26.0,Female,,2.1,True,2022-05-10
318.0,Employee_218,Operations,6440.0,2020-03-13,42.0,Male,8.0,2.1,,2023-03-12
319.0,Employee_219,Finance,6426.0,2020-12-18,48.0,Female,7.0,2.5,False,2022-01-26
320.0,Employee_220,IT,4786.0,2018-06-29,48.0,Male,13.0,3.8,True,2021-02-19
321.0,Employee_221,Finance,5485.0,2019-10-29,,Female,,1.8,True,2024-08-10
322.0,Employee_222,Operations,,2017-10-02,29.0,Female,,3.4,True,2023-04-03
323.0,Employee_223,Finance,6333.0,2020-03-19,46.0,Female,24.0,3.1,True,2019-12-28
324.0,Employee_224,IT,6927.0,2023-05-20,31.0,Male,,1.2,False,2024-04-15
,Employee_225,Marketing,6796.0,2018-05-18,39.0,Male,12.0,1.6,True,2020-03-04
326.0,Employee_226,IT,4207.0,2021-10-30,,Female,9.0,3.2,False,
327.0,Employee_227,Finance,5972.0,2023-09-12,,Male,29.0,4.1,True,2024-12-05
328.0,Employee_228,Marketing,7496.0,2016-08-07,32.0,Female,9.0,1.7,True,2020-01-05
329.0,Employee_229,IT,,2022-06-11,38.0,Female,27.0,3.0,True,2021-02-02
,Employee_230,IT,,2019-02-10,,Male,19.0,2.5,True,2022-02-08
331.0,Employee_231,Operations,7071.0,2022-04-06,29.0,Male,6.0,2.0,False,2023-03-23
332.0,Employee_232,IT,6419.0,2020-01-27,29.0,Female,22.0,3.2,,2023-10-10
,Employee_233,Finance,7743.0,2018-05-15,47.0,Female,1.0,2.6,False,2024-05-04
334.0,Employee_234,Operations,,2022-11-19,33.0,Male,24.0,1.9,True,2022-04-12
335.0,Employee_235,Finance,4909.0,2018-12-16,34.0,Female,26.0,3.4,,2021-06-07
336.0,Employee_236,Operations,7444.0,2015-10-17,37.0,Male,25.0,5.0,False,2022-11-29
337.0,Employee_237,,4887.0,2018-11-25,39.0,Female,10.0,4.6,True,2024-07-09
338.0,Employee_238,Marketing,7883.0,2017-05-11,27.0,Male,13.0,4.9,True,2021-04-18
339.0,Employee_239,Finance,4332.0,2020-11-05,28.0,Female,2.0,4.4,True,2021-12-05
340.0,Employee_240,Operations,7600.0,2017-02-21,33.0,Female,22.0,1.8,False,2022-03-17
341.0,Employee_241,HR,7858.0,2018-05-29,48.0,Female,24.0,4.5,True,2023-08-15
342.0,Employee_242,Finance,,2015-07-24,27.0,Female,1.0,3.4,False,2021-02-18
343.0,Employee_243,Finance,7380.0,2015-09-07,27.0,Female,3.0,1.1,True,2023-11-06
344.0,Employee_244,IT,5159.0,2020-07-13,27.0,Male,20.0,1.9,True,
345.0,Employee_245,IT,4218.0,2021-11-14,35.0,Female,,3.4,True,2021-04-22
346.0,Employee_246,Finance,6291.0,2022-11-15,42.0,Female,0.0,2.6,True,
347.0,Employee_247,IT,,2019-08-05,38.0,Female,4.0,1.9,False,2020-03-24
348.0,Employee_248,Operations,5300.0,2020-07-31,27.0,Male,29.0,4.3,False,2020-09-12
349.0,Employee_249,HR,7814.0,2017-12-07,32.0,Female,14.0,2.9,True,
350.0,Employee_250,Marketing,6327.0,2017-02-19,27.0,Female,0.0,1.1,False,2024-01-10
351.0,Employee_251,Operations,4177.0,2022-09-19,37.0,Female,15.0,3.4,True,2020-07-11
352.0,Employee_252,Finance,4732.0,2022-08-18,41.0,Male,,1.8,True,
,Employee_253,Marketing,7118.0,2019-10-17,29.0,Male,22.0,1.3,True,
354.0,Employee_254,Marketing,6857.0,2018-08-22,29.0,Female,28.0,2.9,True,2024-08-04
355.0,Employee_255,Finance,6919.0,2017-01-01,37.0,Female,11.0,4.8,False,2023-02-26
356.0,Employee_256,Operations,4980.0,2017-04-26,47.0,Male,4.0,4.3,True,2023-09-28
357.0,Employee_257,Operations,,2023-02-21,29.0,Female,,3.3,False,2024-09-25
,Employee_258,Marketing,5599.0,2021-08-02,43.0,Male,9.0,3.1,False,2023-09-18
359.0,Employee_259,HR,6718.0,2022-09-29,38.0,Female,,3.2,False,2022-04-28
,Employee_260,Operations,,2023-08-27,45.0,Male,25.0,2.4,True,2020-10-01
361.0,Employee_261,Marketing,6838.0,2020-05-09,27.0,Male,30.0,1.7,True,2023-09-09
362.0,Employee_262,HR,6315.0,2021-04-29,28.0,Male,20.0,4.5,,
363.0,Employee_263,HR,4759.0,2019-05-12,49.0,Female,18.0,2.7,False,2023-10-23
364.0,Employee_264,Operations,7717.0,2017-01-13,29.0,Male,19.0,2.8,True,2024-08-12
365.0,Employee_265,Marketing,6535.0,2018-03-08,41.0,Female,5.0,3.9,True,
366.0,Employee_266,Operations,5408.0,2018-07-12,36.0,Female,8.0,2.5,True,2024-06-14
,Employee_267,Operations,6467.0,2016-08-05,46.0,Female,17.0,3.4,True,2021-01-23
368.0,Employee_268,Marketing,5516.0,2020-04-14,35.0,Male,12.0,3.3,False,2022-02-07
369.0,Employee_269,Finance,4411.0,2015-03-14,29.0,Female,20.0,4.5,False,2020-09-13
370.0,Employee_270,Finance,7850.0,2019-09-23,40.0,Male,22.0,2.3,False,2021-05-22
371.0,Employee_271,Operations,6282.0,2021-12-22,33.0,Female,8.0,4.7,False,2024-01-03
372.0,,Finance,7295.0,2018-11-04,36.0,Male,11.0,4.8,True,
,Employee_273,Finance,5194.0,2017-09-12,35.0,Female,29.0,1.7,True,2023-04-15
374.0,Employee_274,Operations,7390.0,2015-12-22,42.0,Female,12.0,1.5,False,2020-08-31
375.0,Employee_275,Finance,5874.0,2020-07-21,47.0,Male,17.0,2.6,True,2021-07-27
376.0,Employee_276,Marketing,6164.0,2023-07-03,25.0,Male,13.0,3.3,True,
377.0,Employee_277,Operations,,2022-05-15,33.0,Female,24.0,3.3,False,2022-08-12
378.0,Employee_278,Finance,,2020-03-13,34.0,Female,,1.5,False,2020-04-06
379.0,Employee_279,Marketing,6434.0,2017-11-05,43.0,Male,30.0,3.9,False,2022-03-31
380.0,Employee_280,HR,,2021-07-02,48.0,Female,1.0,2.9,,2020-12-05
381.0,Employee_281,Finance,5883.0,2017-12-19,,Male,,4.3,False,2024-05-01
382.0,Employee_282,Marketing,,2023-03-11,34.0,Female,22.0,2.2,True,2024-08-04
383.0,Employee_283,IT,6318.0,2020-07-10,33.0,Male,17.0,4.4,True,2021-11-15
384.0,Employee_284,Operations,5140.0,2022-10-03,35.0,Male,13.0,1.6,False,
385.0,Employee_285,Marketing,6608.0,2017-12-16,28.0,Male,17.0,2.7,True,2021-07-15
386.0,,Operations,6811.0,2018-06-23,27.0,Female,21.0,2.8,True,2023-07-13
387.0,Employee_287,IT,7034.0,2020-11-27,43.0,Female,20.0,4.8,,2024-03-30
388.0,Employee_288,Marketing,6542.0,2021-02-23,43.0,Female,6.0,3.7,True,2021-07-08
389.0,,Marketing,5607.0,2016-05-21,44.0,Male,1.0,2.3,False,2022-02-26
390.0,Employee_290,IT,5377.0,2018-01-10,25.0,Female,22.0,1.8,False,2021-02-19
391.0,Employee_291,Marketing,,2016-08-21,27.0,Female,0.0,4.2,False,2023-04-16
392.0,Employee_292,Operations,5037.0,2016-05-19,40.0,Female,24.0,3.0,,
393.0,Employee_293,HR,6868.0,2018-05-20,32.0,Female,27.0,4.0,True,2022-03-25
394.0,Employee_294,Operations,7899.0,2015-09-20,32.0,Male,19.0,2.4,True,2024-09-21
395.0,Employee_295,IT,,2021-06-20,36.0,Female,4.0,3.1,True,2023-05-04
396.0,Employee_296,Operations,4472.0,2015-08-17,46.0,Male,8.0,1.5,True,
397.0,Employee_297,IT,5246.0,2016-06-13,32.0,Female,0.0,1.9,True,2022-07-27
